"maxiter","width","height","lower_r","upper_r","lower_i","upper_i","nb_thread","loadbalance","try","thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
256,500,375,-2,"0.6",-1,1,4,0,5,2,26987,574644160,26987,640238259,26987,574502468,26987,642027275
256,500,375,-2,"0.6",-1,1,4,0,5,3,26987,574670963,26987,641941185,26987,574502468,26987,642027275
256,500,375,-2,"0.6",-1,1,4,0,5,4,26987,574643371,26987,596257449,26987,574502468,26987,642027275
256,500,375,-2,"0.6",-1,1,4,0,6,1,26987,730772720,26987,750757618,26987,730547854,26987,798401287
256,500,375,-2,"0.6",-1,1,4,0,6,2,26987,730775998,26987,796607302,26987,730547854,26987,798401287
256,500,375,-2,"0.6",-1,1,4,0,6,3,26987,730772464,26987,798306208,26987,730547854,26987,798401287
256,500,375,-2,"0.6",-1,1,4,0,6,4,26987,730743035,26987,752589132,26987,730547854,26987,798401287
256,500,375,-2,"0.6",-1,1,4,0,7,1,26987,885968909,26987,905699825,26987,885797597,26987,953308607
256,500,375,-2,"0.6",-1,1,4,0,7,2,26987,885972518,26987,951573824,26987,885797597,26987,953308607
256,500,375,-2,"0.6",-1,1,4,0,7,3,26987,885969232,26987,953222476,26987,885797597,26987,953308607
256,500,375,-2,"0.6",-1,1,4,0,7,4,26987,885945397,26987,907548162,26987,885797597,26987,953308607
256,500,375,-2,"0.6",-1,1,4,0,8,1,26988,40715777,26988,62010837,26988,40529367,26988,109669158
256,500,375,-2,"0.6",-1,1,4,0,8,2,26988,40744600,26988,107870897,26988,40529367,26988,109669158
256,500,375,-2,"0.6",-1,1,4,0,8,3,26988,40743675,26988,109562874,26988,40529367,26988,109669158
256,500,375,-2,"0.6",-1,1,4,0,8,4,26988,40693332,26988,63806506,26988,40529367,26988,109669158
256,500,375,-2,"0.6",-1,1,4,0,9,1,26988,201255245,26988,220718933,26988,201085705,26988,268365831
256,500,375,-2,"0.6",-1,1,4,0,9,2,26988,201322028,26988,266641520,26988,201085705,26988,268365831
256,500,375,-2,"0.6",-1,1,4,0,9,3,26988,201293729,26988,268271007,26988,201085705,26988,268365831
256,500,375,-2,"0.6",-1,1,4,0,9,4,26988,201328967,26988,222600768,26988,201085705,26988,268365831
256,500,375,-2,"0.6",-1,1,4,0,10,1,26988,358823253,26988,379335340,26988,358617451,26988,427011366
256,500,375,-2,"0.6",-1,1,4,0,10,2,26988,358860656,26988,425235343,26988,358617451,26988,427011366
256,500,375,-2,"0.6",-1,1,4,0,10,3,26988,358896240,26988,426937438,26988,358617451,26988,427011366
256,500,375,-2,"0.6",-1,1,4,0,10,4,26988,358860589,26988,381217442,26988,358617451,26988,427011366
256,500,375,-2,"0.6",-1,1,4,1,1,1,26988,522387573,26988,568278800,26988,522126685,26988,569188886
256,500,375,-2,"0.6",-1,1,4,1,1,2,26988,522420742,26988,569110974,26988,522126685,26988,569188886
256,500,375,-2,"0.6",-1,1,4,1,1,3,26988,522352871,26988,567466799,26988,522126685,26988,569188886
256,500,375,-2,"0.6",-1,1,4,1,1,4,26988,522425492,26988,567344352,26988,522126685,26988,569188886
256,500,375,-2,"0.6",-1,1,4,1,2,1,26988,654648826,26988,700434399,26988,654478688,26988,701337009
256,500,375,-2,"0.6",-1,1,4,1,2,2,26988,654678283,26988,699551833,26988,654478688,26988,701337009
256,500,375,-2,"0.6",-1,1,4,1,2,3,26988,654647920,26988,701251453,26988,654478688,26988,701337009
256,500,375,-2,"0.6",-1,1,4,1,2,4,26988,654625891,26988,699631803,26988,654478688,26988,701337009
256,500,375,-2,"0.6",-1,1,4,1,3,1,26988,823607920,26988,868663891,26988,823355373,26988,868754929
256,500,375,-2,"0.6",-1,1,4,1,3,2,26988,823577332,26988,867839779,26988,823355373,26988,868754929
256,500,375,-2,"0.6",-1,1,4,1,3,3,26988,823541027,26988,867042039,26988,823355373,26988,868754929
256,500,375,-2,"0.6",-1,1,4,1,3,4,26988,823608996,26988,866929684,26988,823355373,26988,868754929
